,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
14,2016-01-15,1035.2217351399906,-521.3566569475995,2350.1217959103815,1035.2217351399906,1035.2217351399906,-99.52116633908416,-99.52116633908416,-99.52116633908416,-3.4142217419513297,-3.4142217419513297,-3.4142217419513297,-96.10694459713282,-96.10694459713282,-96.10694459713282,0.0,0.0,0.0,935.7005688009065
15,2016-01-16,1030.7926413367043,-400.17000529337395,2309.3712326815694,1030.7926413367043,1030.7926413367043,-105.3173650885469,-105.3173650885469,-105.3173650885469,15.18999062598667,15.18999062598667,15.18999062598667,-120.50735571453357,-120.50735571453357,-120.50735571453357,0.0,0.0,0.0,925.4752762481573
16,2016-01-17,1026.363547533418,-595.0439028918694,2292.70293111451,1026.363547533418,1026.363547533418,-156.06719007053883,-156.06719007053883,-156.06719007053883,-9.008198420497434,-9.008198420497434,-9.008198420497434,-147.05899165004138,-147.05899165004138,-147.05899165004138,0.0,0.0,0.0,870.2963574628791
17,2016-01-18,1021.9344537301315,-419.8793953996985,2296.3484061344334,1021.9344537301315,1021.9344537301315,-157.46504060269328,-157.46504060269328,-157.46504060269328,18.540795067016806,18.540795067016806,18.540795067016806,-176.00583566971005,-176.00583566971005,-176.00583566971005,0.0,0.0,0.0,864.4694131274382
18,2016-01-19,1017.505359926845,-607.1570145671783,2333.0046612097485,1017.505359926845,1017.505359926845,-211.6792512009276,-211.6792512009276,-211.6792512009276,-4.18943979114034,-4.18943979114034,-4.18943979114034,-207.48981140978728,-207.48981140978728,-207.48981140978728,0.0,0.0,0.0,805.8261087259174
19,2016-01-20,1013.0762661235586,-595.0796644557921,2222.41992687643,1013.0762661235586,1013.0762661235586,-240.2544761061868,-240.2544761061868,-240.2544761061868,1.2871600275713853,1.2871600275713853,1.2871600275713853,-241.5416361337582,-241.5416361337582,-241.5416361337582,0.0,0.0,0.0,772.8217900173719
20,2016-01-21,1008.6471723202723,-578.2200009634314,2042.3264387947738,1008.6471723202723,1008.6471723202723,-296.4813643148215,-296.4813643148215,-296.4813643148215,-18.40608576696205,-18.40608576696205,-18.40608576696205,-278.0752785478595,-278.0752785478595,-278.0752785478595,0.0,0.0,0.0,712.1658080054508
21,2016-01-22,1004.2180785169859,-720.4895762863313,2115.499722329109,1004.2180785169859,1004.2180785169859,-320.3004279852713,-320.3004279852713,-320.3004279852713,-3.4142217419602585,-3.4142217419602585,-3.4142217419602585,-316.88620624331105,-316.88620624331105,-316.88620624331105,0.0,0.0,0.0,683.9176505317146
22,2016-01-23,999.7889847136995,-666.4745998245903,2092.711549592815,999.7889847136995,999.7889847136995,-342.46350670863893,-342.46350670863893,-342.46350670863893,15.189990625926852,15.189990625926852,15.189990625926852,-357.65349733456577,-357.65349733456577,-357.65349733456577,0.0,0.0,0.0,657.3254780050606
23,2016-01-24,995.3598909104131,-784.846182458704,2065.7208733209764,995.3598909104131,995.3598909104131,-408.9539766598144,-408.9539766598144,-408.9539766598144,-9.008198420509986,-9.008198420509986,-9.008198420509986,-399.9457782393044,-399.9457782393044,-399.9457782393044,0.0,0.0,0.0,586.4059142505987
24,2016-01-25,990.9307971071266,-791.5198428685017,2040.1599883830047,990.9307971071266,990.9307971071266,-424.69004290571195,-424.69004290571195,-424.69004290571195,18.54079506701156,18.54079506701156,18.54079506701156,-443.2308379727235,-443.2308379727235,-443.2308379727235,0.0,0.0,0.0,566.2407542014147
25,2016-01-26,986.5017033038404,-980.6889077818757,1998.4090775808877,986.5017033038404,986.5017033038404,-491.07810174581755,-491.07810174581755,-491.07810174581755,-4.189439791136809,-4.189439791136809,-4.189439791136809,-486.8886619546807,-486.8886619546807,-486.8886619546807,0.0,0.0,0.0,495.4236015580228
26,2016-01-27,982.0726095005539,-918.632706195791,1797.704252622909,982.0726095005539,982.0726095005539,-528.9403681354368,-528.9403681354368,-528.9403681354368,1.2871600276139858,1.2871600276139858,1.2871600276139858,-530.2275281630507,-530.2275281630507,-530.2275281630507,0.0,0.0,0.0,453.1322413651171
27,2016-01-28,977.6435156972676,-999.7697217017841,1814.9459238896284,977.6435156972676,977.6435156972676,-590.9088041110398,-590.9088041110398,-590.9088041110398,-18.406085766937363,-18.406085766937363,-18.406085766937363,-572.5027183441025,-572.5027183441025,-572.5027183441025,0.0,0.0,0.0,386.73471158622783
28,2016-01-29,973.2144218939811,-1053.9470557751151,1711.3927706922423,973.2144218939811,973.2144218939811,-616.3515411762811,-616.3515411762811,-616.3515411762811,-3.414221741876082,-3.414221741876082,-3.414221741876082,-612.937319434405,-612.937319434405,-612.937319434405,0.0,0.0,0.0,356.8628807177
29,2016-01-30,968.7853280906949,-1090.4906069350134,1764.1033293165015,968.7853280906949,968.7853280906949,-635.5545369089164,-635.5545369089164,-635.5545369089164,15.189990625945894,15.189990625945894,15.189990625945894,-650.7445275348623,-650.7445275348623,-650.7445275348623,0.0,0.0,0.0,333.2307911817785
30,2016-01-31,964.3562342874084,-1216.5453554798116,1582.2014745218512,964.3562342874084,964.3562342874084,-694.1590189058106,-694.1590189058106,-694.1590189058106,-9.008198420515683,-9.008198420515683,-9.008198420515683,-685.1508204852948,-685.1508204852948,-685.1508204852948,0.0,0.0,0.0,270.19721538159774
31,2016-02-01,959.9271404841221,-1150.1841354183134,1606.8047035813602,959.9271404841221,959.9271404841221,-696.8785415321585,-696.8785415321585,-696.8785415321585,18.5407950670143,18.5407950670143,18.5407950670143,-715.4193365991728,-715.4193365991728,-715.4193365991728,0.0,0.0,0.0,263.04859895196364
32,2016-02-02,955.4980466808356,-1110.1925857745869,1679.4422500555872,955.4980466808356,955.4980466808356,-745.0622270437838,-745.0622270437838,-745.0622270437838,-4.18943979113328,-4.18943979113328,-4.18943979113328,-740.8727872526506,-740.8727872526506,-740.8727872526506,0.0,0.0,0.0,210.43581963705185
33,2016-02-03,951.0689528775492,-1249.0602712455632,1634.5451160950893,951.0689528775492,951.0689528775492,-759.6280800158522,-759.6280800158522,-759.6280800158522,1.2871600276565895,1.2871600276565895,1.2871600276565895,-760.9152400435089,-760.9152400435089,-760.9152400435089,0.0,0.0,0.0,191.44087286169702
34,2016-02-04,946.6398590742629,-1348.1787947082817,1601.1228973798359,946.6398590742629,946.6398590742629,-793.4582226788544,-793.4582226788544,-793.4582226788544,-18.40608576691268,-18.40608576691268,-18.40608576691268,-775.0521369119417,-775.0521369119417,-775.0521369119417,0.0,0.0,0.0,153.18163639540842
35,2016-02-05,942.2107652709765,-1142.1270100780557,1638.808700903393,942.2107652709765,942.2107652709765,-786.3221789085189,-786.3221789085189,-786.3221789085189,-3.4142217421387717,-3.4142217421387717,-3.4142217421387717,-782.9079571663802,-782.9079571663802,-782.9079571663802,0.0,0.0,0.0,155.88858636245754
36,2016-02-06,937.7816714676901,-1291.8285732959614,1649.300581426804,937.7816714676901,937.7816714676901,-769.0510068980627,-769.0510068980627,-769.0510068980627,15.189990625962269,15.189990625962269,15.189990625962269,-784.240997524025,-784.240997524025,-784.240997524025,0.0,0.0,0.0,168.73066456962738
37,2016-02-07,933.3525776644037,-1281.3843764521328,1511.2062065287032,933.3525776644037,933.3525776644037,-787.9630167453222,-787.9630167453222,-787.9630167453222,-9.008198420484037,-9.008198420484037,-9.008198420484037,-778.9548183248382,-778.9548183248382,-778.9548183248382,0.0,0.0,0.0,145.38956091908153
38,2016-02-08,928.9234838611175,-1242.7218943663106,1590.291939202565,928.9234838611175,928.9234838611175,-748.5651998076527,-748.5651998076527,-748.5651998076527,18.540795067020486,18.540795067020486,18.540795067020486,-767.1059948746731,-767.1059948746731,-767.1059948746731,0.0,0.0,0.0,180.35828405346479
39,2016-02-09,924.494390057831,-1239.933891289541,1494.9796768954834,924.494390057831,924.494390057831,-753.0973527041506,-753.0973527041506,-753.0973527041506,-4.189439791167743,-4.189439791167743,-4.189439791167743,-748.9079129129829,-748.9079129129829,-748.9079129129829,0.0,0.0,0.0,171.3970373536804
40,2016-02-10,920.0652962545445,-1186.9782540557696,1600.5928266119754,920.0652962545445,920.0652962545445,-723.4432946911588,-723.4432946911588,-723.4432946911588,1.2871600276629023,1.2871600276629023,1.2871600276629023,-724.7304547188216,-724.7304547188216,-724.7304547188216,0.0,0.0,0.0,196.62200156338565
41,2016-02-11,915.6362024512582,-1177.7315960966466,1565.865887287911,915.6362024512582,915.6362024512582,-713.5016201406166,-713.5016201406166,-713.5016201406166,-18.406085766898567,-18.406085766898567,-18.406085766898567,-695.095534373718,-695.095534373718,-695.095534373718,0.0,0.0,0.0,202.13458231064158
42,2016-02-12,911.2071086479718,-1298.132343263756,1640.4589460763361,911.2071086479718,911.2071086479718,-664.0827758405569,-664.0827758405569,-664.0827758405569,-3.4142217420545964,-3.4142217420545964,-3.4142217420545964,-660.6685540985022,-660.6685540985022,-660.6685540985022,0.0,0.0,0.0,247.12433280741493
43,2016-02-13,906.7780148446855,-1045.3150216630777,1722.085023661128,906.7780148446855,906.7780148446855,-607.0559745991147,-607.0559745991147,-607.0559745991147,15.189990625978648,15.189990625978648,15.189990625978648,-622.2459652250933,-622.2459652250933,-622.2459652250933,0.0,0.0,0.0,299.7220402455707
44,2016-02-14,902.348921041399,-1086.4045674734791,1625.1528842776142,902.348921041399,902.348921041399,-589.7474226073233,-589.7474226073233,-589.7474226073233,-9.00819842045239,-9.00819842045239,-9.00819842045239,-580.739224186871,-580.739224186871,-580.739224186871,0.0,0.0,0.0,312.60149843407567
45,2016-02-15,897.9198272381127,-1056.8187101296407,1826.527233968961,897.9198272381127,897.9198272381127,-518.6147378790453,-518.6147378790453,-518.6147378790453,18.540795067026668,18.540795067026668,18.540795067026668,-537.155532946072,-537.155532946072,-537.155532946072,0.0,0.0,0.0,379.30508935906744
46,2016-02-16,893.4907334348263,-1017.2226861256195,1861.1492561118737,893.4907334348263,893.4907334348263,-496.76528161238497,-496.76528161238497,-496.76528161238497,-4.189439791112124,-4.189439791112124,-4.189439791112124,-492.57584182127283,-492.57584182127283,-492.57584182127283,0.0,0.0,0.0,396.72545182244136
47,2016-02-17,889.0616396315398,-892.1507337791774,1824.9563166013284,889.0616396315398,889.0616396315398,-446.8435082561696,-446.8435082561696,-446.8435082561696,1.2871600276336,1.2871600276336,1.2871600276336,-448.13066828380323,-448.13066828380323,-448.13066828380323,0.0,0.0,0.0,442.2181313753702
48,2016-02-18,884.6325458282535,-916.1692753685746,1921.5254781281815,884.6325458282535,884.6325458282535,-423.38043167365015,-423.38043167365015,-423.38043167365015,-18.40608576696545,-18.40608576696545,-18.40608576696545,-404.97434590668473,-404.97434590668473,-404.97434590668473,0.0,0.0,0.0,461.2521141546033
49,2016-02-19,880.2034520249671,-866.100149077243,1957.5873578885926,880.2034520249671,880.2034520249671,-367.67258336371543,-367.67258336371543,-367.67258336371543,-3.414221742063524,-3.414221742063524,-3.414221742063524,-364.25836162165183,-364.25836162165183,-364.25836162165183,0.0,0.0,0.0,512.5308686612516
50,2016-02-20,875.7743582216808,-786.3275198063475,2023.509472859721,875.7743582216808,875.7743582216808,-311.9144749459227,-311.9144749459227,-311.9144749459227,15.189990625918828,15.189990625918828,15.189990625918828,-327.1044655718415,-327.1044655718415,-327.1044655718415,0.0,0.0,0.0,563.8598832757582
51,2016-02-21,871.3452644183943,-817.4377990501714,1993.8035763808218,871.3452644183943,871.3452644183943,-303.5864439023552,-303.5864439023552,-303.5864439023552,-9.008198420458088,-9.008198420458088,-9.008198420458088,-294.5782454818971,-294.5782454818971,-294.5782454818971,0.0,0.0,0.0,567.7588205160391
52,2016-02-22,866.9161706151078,-816.1590580987829,2007.7356606458545,866.9161706151078,866.9161706151078,-249.1230513188927,-249.1230513188927,-249.1230513188927,18.540795067003113,18.540795067003113,18.540795067003113,-267.6638463858958,-267.6638463858958,-267.6638463858958,0.0,0.0,0.0,617.7931192962151
53,2016-02-23,862.4870768118216,-855.293109896792,1969.7997384121406,862.4870768118216,862.4870768118216,-251.42992692699985,-251.42992692699985,-251.42992692699985,-4.1894397911465875,-4.1894397911465875,-4.1894397911465875,-247.24048713585327,-247.24048713585327,-247.24048713585327,0.0,0.0,0.0,611.0571498848217
54,2016-02-24,858.0579830085353,-795.2694787358307,2104.901238866856,858.0579830085353,858.0579830085353,-232.77421814501037,-232.77421814501037,-232.77421814501037,1.2871600276042987,1.2871600276042987,1.2871600276042987,-234.06137817261467,-234.06137817261467,-234.06137817261467,0.0,0.0,0.0,625.283764863525
55,2016-02-25,853.6288892052488,-770.2472510898199,1985.7312775353282,853.6288892052488,853.6288892052488,-247.14166769008827,-247.14166769008827,-247.14166769008827,-18.406085767032337,-18.406085767032337,-18.406085767032337,-228.73558192305595,-228.73558192305595,-228.73558192305595,0.0,0.0,0.0,606.4872215151605
56,2016-02-26,849.1997953700037,-823.6492865580227,2012.433546626712,849.1997953700037,849.1997953700037,-235.12750138511663,-235.12750138511663,-235.12750138511663,-3.414221742013125,-3.414221742013125,-3.414221742013125,-231.71327964310353,-231.71327964310353,-231.71327964310353,0.0,0.0,0.0,614.0722939848871
57,2016-02-27,844.7707015347588,-692.0475585692969,2036.3025712910246,844.7707015347588,844.7707015347588,-228.08482809399536,-228.08482809399536,-228.08482809399536,15.189990626014069,15.189990626014069,15.189990626014069,-243.27481872000942,-243.27481872000942,-243.27481872000942,0.0,0.0,0.0,616.6858734407634
58,2016-02-28,840.3416076995138,-843.3789628000119,1977.6136559641816,840.3416076995138,840.3416076995138,-272.53201328175294,-272.53201328175294,-272.53201328175294,-9.008198420470634,-9.008198420470634,-9.008198420470634,-263.52381486128235,-263.52381486128235,-263.52381486128235,0.0,0.0,0.0,567.8095944177609
59,2016-02-29,835.9125138642688,-771.0886984569581,1848.509010573715,835.9125138642688,835.9125138642688,-273.843681906794,-273.843681906794,-273.843681906794,18.5407950670093,18.5407950670093,18.5407950670093,-292.38447697380326,-292.38447697380326,-292.38447697380326,0.0,0.0,0.0,562.0688319574748
60,2016-03-01,831.4834200290238,-963.7266433571867,1905.550296323414,831.4834200290238,831.4834200290238,-333.79265159949284,-333.79265159949284,-333.79265159949284,-4.189439791143056,-4.189439791143056,-4.189439791143056,-329.6032118083498,-329.6032118083498,-329.6032118083498,0.0,0.0,0.0,497.690768429531
61,2016-03-02,827.0543261937788,-954.1176854254093,1883.2132736330286,827.0543261937788,827.0543261937788,-373.46729359819625,-373.46729359819625,-373.46729359819625,1.2871600276469004,1.2871600276469004,1.2871600276469004,-374.75445362584315,-374.75445362584315,-374.75445362584315,0.0,0.0,0.0,453.58703259558257
62,2016-03-03,822.6252323585339,-1120.130851092759,1821.5088600797505,822.6252323585339,822.6252323585339,-445.6566400589633,-445.6566400589633,-445.6566400589633,-18.406085766937238,-18.406085766937238,-18.406085766937238,-427.25055429202604,-427.25055429202604,-427.25055429202604,0.0,0.0,0.0,376.9685922995706
63,2016-03-04,818.1961385232889,-948.3439912624985,1762.0378951849484,818.1961385232889,818.1961385232889,-489.76968602114306,-489.76968602114306,-489.76968602114306,-3.4142217420220535,-3.4142217420220535,-3.4142217420220535,-486.35546427912095,-486.35546427912095,-486.35546427912095,0.0,0.0,0.0,328.4264525021459
64,2016-03-05,813.7670446880439,-1194.1173548940544,1690.244296835629,813.7670446880439,813.7670446880439,-536.0118472596071,-536.0118472596071,-536.0118472596071,15.18999062595425,15.18999062595425,15.18999062595425,-551.2018378855613,-551.2018378855613,-551.2018378855613,0.0,0.0,0.0,277.7551974284369
65,2016-03-06,809.337950852799,-1394.2323951514327,1629.842743940342,809.337950852799,809.337950852799,-629.819307588777,-629.819307588777,-629.819307588777,-9.008198420483184,-9.008198420483184,-9.008198420483184,-620.8111091682937,-620.8111091682937,-620.8111091682937,0.0,0.0,0.0,179.5186432640221
66,2016-03-07,804.908857017554,-1389.355542998621,1497.266570026683,804.908857017554,804.908857017554,-675.5752158375035,-675.5752158375035,-675.5752158375035,18.54079506701548,18.54079506701548,18.54079506701548,-694.116010904519,-694.116010904519,-694.116010904519,0.0,0.0,0.0,129.33364118005056
67,2016-03-08,800.4797631823091,-1443.2952157989266,1491.6897800618167,800.4797631823091,800.4797631823091,-774.1743891015292,-774.1743891015292,-774.1743891015292,-4.189439791163426,-4.189439791163426,-4.189439791163426,-769.9849493103657,-769.9849493103657,-769.9849493103657,0.0,0.0,0.0,26.30537408077987
68,2016-03-09,796.050669347064,-1456.3294194855655,1326.1075692678583,796.050669347064,796.050669347064,-845.960443720743,-845.960443720743,-845.960443720743,1.2871600275813109,1.2871600275813109,1.2871600275813109,-847.2476037483243,-847.2476037483243,-847.2476037483243,0.0,0.0,0.0,-49.909774373679056
69,2016-03-10,791.621575511819,-1629.3668066819466,1297.8189132976675,791.621575511819,791.621575511819,-943.127180114237,-943.127180114237,-943.127180114237,-18.406085766820976,-18.406085766820976,-18.406085766820976,-924.7210943474162,-924.7210943474162,-924.7210943474162,0.0,0.0,0.0,-151.5056046024181
70,2016-03-11,787.1924816765741,-1680.0322602457936,1211.0366411400985,787.1924816765741,787.1924816765741,-1004.6502736478903,-1004.6502736478903,-1004.6502736478903,-3.4142217420309824,-3.4142217420309824,-3.4142217420309824,-1001.2360519058593,-1001.2360519058593,-1001.2360519058593,0.0,0.0,0.0,-217.45779197131628
71,2016-03-12,782.7633878413291,-1699.3783662876797,1083.2101221809853,782.7633878413291,782.7633878413291,-1060.4719431378917,-1060.4719431378917,-1060.4719431378917,15.189990625970625,15.189990625970625,15.189990625970625,-1075.6619337638622,-1075.6619337638622,-1075.6619337638622,0.0,0.0,0.0,-277.7085552965626
72,2016-03-13,778.3342940060841,-1763.3611628736382,1092.9358946688992,778.3342940060841,778.3342940060841,-1155.9391545531528,-1155.9391545531528,-1155.9391545531528,-9.008198420451535,-9.008198420451535,-9.008198420451535,-1146.9309561327013,-1146.9309561327013,-1146.9309561327013,0.0,0.0,0.0,-377.6048605470687
73,2016-03-14,773.905200170839,-1759.4650062081375,1121.060645898364,773.905200170839,773.905200170839,-1195.519261687732,-1195.519261687732,-1195.519261687732,18.540795067003355,18.540795067003355,18.540795067003355,-1214.0600567547353,-1214.0600567547353,-1214.0600567547353,0.0,0.0,0.0,-421.6140615168931
74,2016-03-15,769.4761063355941,-1952.2997804866939,940.5257363468764,769.4761063355941,769.4761063355941,-1280.3598002513402,-1280.3598002513402,-1280.3598002513402,-4.189439791159894,-4.189439791159894,-4.189439791159894,-1276.1703604601805,-1276.1703604601805,-1276.1703604601805,0.0,0.0,0.0,-510.8836939157461
75,2016-03-16,765.0470125003491,-2008.500158078824,777.4605756506108,765.0470125003491,765.0470125003491,-1331.21653238639,-1331.21653238639,-1331.21653238639,1.2871600276239128,1.2871600276239128,1.2871600276239128,-1332.5036924140138,-1332.5036924140138,-1332.5036924140138,0.0,0.0,0.0,-566.169519886041
76,2016-03-17,760.6179186651041,-1996.6669486280766,720.9312119185316,760.6179186651041,760.6179186651041,-1400.841853322499,-1400.841853322499,-1400.841853322499,-18.406085766887863,-18.406085766887863,-18.406085766887863,-1382.4357675556112,-1382.4357675556112,-1382.4357675556112,0.0,0.0,0.0,-640.2239346573949
77,2016-03-18,756.1888248298592,-2122.467828421834,650.9649370068398,756.1888248298592,756.1888248298592,-1428.8999992459514,-1428.8999992459514,-1428.8999992459514,-3.4142217420399104,-3.4142217420399104,-3.4142217420399104,-1425.4857775039113,-1425.4857775039113,-1425.4857775039113,0.0,0.0,0.0,-672.7111744160923
78,2016-03-19,751.7597309946142,-2054.9544741012796,682.4189536644755,751.7597309946142,751.7597309946142,-1446.1322048089344,-1446.1322048089344,-1446.1322048089344,15.189990625913474,15.189990625913474,15.189990625913474,-1461.322195434848,-1461.322195434848,-1461.322195434848,0.0,0.0,0.0,-694.3724738143202
79,2016-03-20,747.3306371593692,-2059.503942429461,673.50042092953,747.3306371593692,747.3306371593692,-1498.7729207757427,-1498.7729207757427,-1498.7729207757427,-9.008198420494582,-9.008198420494582,-9.008198420494582,-1489.7647223552483,-1489.7647223552483,-1489.7647223552483,0.0,0.0,0.0,-751.4422836163735
80,2016-03-21,742.9015433241242,-2221.1245179858406,650.2706697442484,742.9015433241242,742.9015433241242,-1492.2416068731952,-1492.2416068731952,-1492.2416068731952,18.54079506701298,18.54079506701298,18.54079506701298,-1510.7824019402083,-1510.7824019402083,-1510.7824019402083,0.0,0.0,0.0,-749.340063549071
81,2016-03-22,738.4724494888793,-2139.0680469219133,574.593329179844,738.4724494888793,738.4724494888793,-1528.6774726181698,-1528.6774726181698,-1528.6774726181698,-4.1894397911563654,-4.1894397911563654,-4.1894397911563654,-1524.4880328270135,-1524.4880328270135,-1524.4880328270135,0.0,0.0,0.0,-790.2050231292905
82,2016-03-23,734.0433556536343,-2170.1427054374635,589.6905686225017,734.0433556536343,734.0433556536343,-1529.8419441778335,-1529.8419441778335,-1529.8419441778335,1.2871600275946105,1.2871600275946105,1.2871600275946105,-1531.1291042054281,-1531.1291042054281,-1531.1291042054281,0.0,0.0,0.0,-795.7985885241992
83,2016-03-24,729.6142618183893,-2198.4976611212583,560.5967367248907,729.6142618183893,729.6142618183893,-1549.4816558554705,-1549.4816558554705,-1549.4816558554705,-18.406085766965326,-18.406085766965326,-18.406085766965326,-1531.0755700885054,-1531.0755700885054,-1531.0755700885054,0.0,0.0,0.0,-819.8673940370812
84,2016-03-25,725.1851679831444,-2181.843866880994,601.0173901920938,725.1851679831444,725.1851679831444,-1528.2190791710955,-1528.2190791710955,-1528.2190791710955,-3.4142217419895124,-3.4142217419895124,-3.4142217419895124,-1524.804857429106,-1524.804857429106,-1524.804857429106,0.0,0.0,0.0,-803.033911187951
85,2016-03-26,720.7560741478994,-2121.4625181442034,698.2359326594876,720.7560741478994,720.7560741478994,-1497.6945805433677,-1497.6945805433677,-1497.6945805433677,15.189990625929852,15.189990625929852,15.189990625929852,-1512.8845711692975,-1512.8845711692975,-1512.8845711692975,0.0,0.0,0.0,-776.9385063954683
86,2016-03-27,716.3269803126544,-2174.07227211654,548.3801182844704,716.3269803126544,716.3269803126544,-1504.9616120631563,-1504.9616120631563,-1504.9616120631563,-9.00819842046293,-9.00819842046293,-9.00819842046293,-1495.9534136426935,-1495.9534136426935,-1495.9534136426935,0.0,0.0,0.0,-788.6346317505019
87,2016-03-28,711.8978864774093,-2195.571819408937,669.9763123489122,711.8978864774093,711.8978864774093,-1456.160080086278,-1456.160080086278,-1456.160080086278,18.540795067015722,18.540795067015722,18.540795067015722,-1474.700875153294,-1474.700875153294,-1474.700875153294,0.0,0.0,0.0,-744.2621936088686
88,2016-03-29,707.4687926421644,-2209.9748099393055,659.082248731436,707.4687926421644,707.4687926421644,-1454.0357159105738,-1454.0357159105738,-1454.0357159105738,-4.189439791152834,-4.189439791152834,-4.189439791152834,-1449.8462761194207,-1449.8462761194207,-1449.8462761194207,0.0,0.0,0.0,-746.5669232684094
89,2016-03-30,703.0396988069194,-2154.528218024516,676.7630190935918,703.0396988069194,703.0396988069194,-1420.8305884056024,-1420.8305884056024,-1420.8305884056024,1.287160027672827,1.287160027672827,1.287160027672827,-1422.1177484332752,-1422.1177484332752,-1422.1177484332752,0.0,0.0,0.0,-717.790889598683
